event_id,event_name,event_type,event_category,venue_name,area,city,country,latitude,longitude,venue_capacity,venue_transport_score,venue_nearby_bars,venue_parking_spaces,avg_taxi_wait_pre_event_mins,venue_historical_perf_index,event_date,day_of_week,day_of_week_num,month,season,start_hour,start_minute,end_hour,duration_hours,is_weekend,is_public_holiday,is_detty_december,expected_attendance,attendance_fill_rate,pre_book_ride_rate,base_ride_seeking_rate,weather_condition,weather_ride_uplift,weather_att_impact,social_buzz_score,nearby_competing_events,driver_supply_index,fuel_availability_index,road_congestion_index,security_index,power_reliability_index,public_transport_disruption,tube_strike_active,actual_ride_requests,demand_score,demand_level,drivers_needed,optimal_radius_meters,peak_booking_window_mins,driver_acted_on_prediction,driver_feedback_score,is_late_night_end,is_evening_end,weekend_late_night,transport_crowd_pressure,rain_late_night,infrastructure_stress,uk_disruption_score,buzz_capacity_ratio,competition_pressure,driver_supply_gap,log_attendance,end_time_period
EVT02881,TechConnect Summit,Tech Summit,Business,Eko Hotel & Suites,Victoria Island,Lagos,Nigeria,6.429824,3.421887,5000,7,12,800,8,0.945,2023-04-24,Monday,0,4,Dry,10,30,18,8.6,0,0,0,3459,0.6918,0.544,0.625,Light Rain,1.3,0.88,19.4,2,0.292,1.0,0.85,0.85,1.0,0,0,2120,52.41,High,400,302,33,1,0.686,0,1,0,2.0754,0.0,0.09,0.0,2.0384,0.26,0.708,8.149,Evening
EVT13635,Carnival After Party,Club Night,Nightlife,O2 Arena,Greenwich,London,UK,51.502907,0.002711,20000,9,18,3000,4,1.084,2024-02-12,Monday,0,2,Winter,0,15,4,4.7,0,0,0,12751,0.6375,0.023,0.562,Overcast,1.04,0.98,12.5,2,0.467,1.0,0.88,1.0,1.0,0,0,7172,78.26,Very High,1396,305,9,0,,1,0,0,0.6375,1.04,0.0,0.0,1.1464,0.26,0.533,9.4534,Late Night
EVT08487,End of Year Party,New Year Party,Nightlife,Etihad Stadium,East Manchester,Manchester,UK,53.483355,-2.200727,53400,8,10,5000,5,0.831,2023-09-21,Thursday,3,9,Autumn,22,30,3,5.3,0,0,0,37417,0.7007,0.13,0.718,Heavy Rain,1.42,0.85,66.8,3,0.258,1.0,0.88,1.0,1.0,1,0,25792,94.09,Very High,7295,333,11,1,0.934,1,0,0,1.4014,1.42,0.0,0.4,5.6203,0.42,0.742,10.5299,Late Night
EVT02958,Revival Night,Religious Service,Religion,Eko Atlantic City Arena,Eko Atlantic,Lagos,Nigeria,6.412963,3.419311,8000,5,4,1500,20,0.924,2024-07-27,Saturday,5,7,Rainy,9,30,12,3.6,1,0,0,5927,0.7409,0.047,0.283,Clear,1.0,1.0,8.4,4,0.302,0.85,1.0,0.85,1.0,0,0,920,31.03,Medium,164,443,26,1,0.564,0,0,0,3.7045,0.0,0.0975,0.0,0.8411,0.6,0.698,8.6874,Midday
EVT01323,Contemporary Art Exhibition,Exhibition,Arts,Wembley Stadium,Wembley,London,UK,51.556628,-0.279652,90000,9,25,10000,3,1.161,2023-02-15,Wednesday,2,2,Winter,14,0,20,6.6,0,0,0,29667,0.3296,0.061,0.237,Light Rain,1.22,0.94,7.4,1,0.344,1.0,1.0,1.0,1.0,0,0,7314,78.62,Very High,1692,195,25,0,,0,1,0,0.3296,0.0,0.0,0.0,0.5964,0.12,0.656,10.2978,Evening
EVT12173,Afrorave,Club Night,Nightlife,Warehouse Project,Trafford,Manchester,UK,53.464311,-2.238088,10000,8,12,400,7,1.192,2024-01-23,Tuesday,1,1,Winter,21,0,2,5.3,0,0,0,6343,0.6343,0.022,0.706,Light Rain,1.22,0.94,34.5,1,0.614,1.0,1.0,1.0,1.0,0,0,8404,81.03,Very High,2344,326,14,1,0.847,1,0,0,1.2686,1.22,0.0,0.0,3.3789,0.12,0.386,8.7553,Late Night
EVT11648,City People Awards,Awards Ceremony,Entertainment,Wembley Stadium,Wembley,London,UK,51.55598,-0.279124,90000,9,25,10000,3,1.161,2024-07-03,Wednesday,2,7,Summer,20,45,23,3.4,0,0,0,55641,0.6182,0.411,0.715,Snow,1.65,0.7,7.6,1,0.107,1.0,1.0,1.0,1.0,0,0,65541,99.41,Very High,14014,207,17,1,1.0,1,0,0,0.6182,1.65,0.0,0.0,0.6125,0.12,0.893,10.9267,Night
EVT02775,London Marathon,Marathon/Run,Sports,Utilita Arena Birmingham,City Centre,Birmingham,UK,52.486963,-1.889704,15800,8,18,1000,5,0.87,2023-01-28,Saturday,5,1,Winter,8,15,13,5.4,1,0,0,8018,0.5075,0.143,0.221,Heavy Rain,1.42,0.85,34.7,0,0.36,1.0,0.88,1.0,1.0,0,1,6021,74.71,High,1420,173,23,0,,0,0,0,1.015,0.0,0.0,0.6,3.2528,0.0,0.64,8.9896,Midday
EVT14498,Street Food Night,Food Festival,Lifestyle,New Afrika Shrine,Agege,Lagos,Nigeria,6.533409,3.366347,2000,5,20,100,25,1.247,2024-10-25,Friday,4,10,Dry,16,0,22,6.4,0,0,0,1020,0.51,0.079,0.248,Clear,1.0,1.0,10.3,1,0.735,1.0,0.4,1.0,1.0,0,0,587,20.66,Low,169,316,17,0,,1,0,0,2.55,1.0,0.21,0.0,1.1975,0.12,0.265,6.9285,Night
EVT02488,Wireless Festival,Music Festival,Music,NEC Birmingham,NEC,Birmingham,UK,52.45145,-1.725908,18000,8,5,7000,6,0.972,2023-05-17,Wednesday,2,5,Spring,14,15,0,10.8,0,0,0,11850,0.6583,0.123,0.487,Light Rain,1.22,0.94,60.4,0,0.067,1.0,0.88,1.0,1.0,0,0,6152,75.07,Very High,1866,294,17,0,,1,0,0,1.3166,1.22,0.0,0.0,5.5935,0.0,0.933,9.3802,Late Night
EVT10496,Lagos City Marathon,Marathon/Run,Sports,O2 Arena,Greenwich,London,UK,51.502717,0.00269,20000,9,18,3000,4,1.084,2024-05-29,Wednesday,2,5,Spring,6,45,11,5.3,0,0,0,17865,0.8932,0.11,0.244,Overcast,1.04,0.98,15.2,2,0.216,1.0,0.88,1.0,1.0,0,0,3248,62.03,High,899,204,29,1,0.655,0,0,0,0.8932,0.0,0.0,0.0,1.394,0.26,0.784,9.7907,Midday
EVT14535,Burna Boy World Tour,Concert,Music,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.440573,3.439734,10000,5,3,2000,22,0.947,2024-05-27,Monday,0,5,Rainy,21,15,23,2.9,0,1,0,5592,0.5592,0.135,0.369,Light Rain,1.3,0.88,14.1,1,0.312,0.9,0.85,1.0,0.9,0,0,2671,57.52,High,475,408,12,1,0.534,1,0,0,2.796,1.3,0.0925,0.0,1.3809,0.12,0.688,8.6293,Night
EVT13721,Digital Innovation Conference,Conference,Business,Tafawa Balewa Square,Lagos Island,Lagos,Nigeria,6.454348,3.39443,50000,8,6,2000,5,1.033,2024-05-11,Saturday,5,5,Rainy,11,45,19,8.7,1,0,0,32123,0.6425,0.374,0.49,Partly Cloudy,1.02,1.0,26.2,4,0.322,0.9,0.88,1.0,0.6,0,0,12998,87.06,Very High,2200,378,39,1,0.666,0,1,0,1.285,0.0,0.082,0.0,2.2166,0.6,0.678,10.3774,Evening
EVT01146,Eyo Festival,Cultural Festival,Culture,Eagle Square Abuja,Central Area,Abuja,Nigeria,9.056524,7.490081,20000,7,3,2000,12,0.884,2023-01-14,Saturday,5,1,Harmattan,17,30,22,5.4,1,0,0,15620,0.781,0.114,0.209,Partly Cloudy,1.02,1.0,11.2,0,0.716,0.75,0.88,0.85,1.0,0,0,2855,59.05,High,763,357,9,1,0.59,1,0,1,2.343,1.02,0.1795,0.0,1.0272,0.0,0.284,9.6564,Night
EVT12328,MMA Clash,Boxing/MMA Event,Sports,National Theatre Lagos,Iganmu,Lagos,Nigeria,6.462823,3.377321,5000,6,3,600,15,1.068,2023-08-16,Wednesday,2,8,Rainy,17,30,22,5.0,0,0,0,4670,0.934,0.082,0.375,Partly Cloudy,1.02,1.0,29.8,0,0.418,0.7,1.0,1.0,0.9,0,0,1189,37.74,Medium,201,273,19,1,0.709,1,0,0,3.736,1.02,0.12,0.0,3.1311,0.0,0.582,8.4491,Night
EVT10049,Africa Business Forum,Conference,Business,Etihad Stadium,East Manchester,Manchester,UK,53.483452,-2.199992,53400,8,10,5000,5,0.831,2023-06-17,Saturday,5,6,Summer,11,45,17,6.8,1,0,0,34488,0.6458,0.252,0.631,Overcast,1.04,0.98,6.5,1,0.436,1.0,0.88,1.0,1.0,0,0,16345,89.57,Very High,4062,211,43,0,,0,0,0,1.2916,0.0,0.0,0.0,0.5469,0.12,0.564,10.4484,Afternoon
EVT11818,Stand Up Night,Comedy Show,Entertainment,O2 Arena,Greenwich,London,UK,51.503291,0.002424,20000,9,18,3000,4,1.084,2024-04-14,Sunday,6,4,Spring,19,15,21,2.6,1,0,0,11867,0.5934,0.132,0.434,Clear,1.0,1.0,43.1,4,0.427,1.0,1.0,1.0,1.0,1,0,4368,68.41,High,914,174,23,1,0.615,0,1,0,0.5934,0.0,0.0,0.4,3.9528,0.6,0.573,9.3816,Evening
EVT14766,Private Wedding Reception,Wedding,Private,Oval Space,Bethnal Green,London,UK,51.536372,-0.052814,1500,8,20,30,6,1.003,2024-05-27,Monday,0,5,Spring,18,15,0,6.5,0,1,0,1470,0.98,0.465,0.577,Overcast,1.04,0.98,44.0,3,0.384,1.0,0.88,1.0,1.0,0,0,813,28.18,Medium,238,108,18,0,,1,0,0,1.96,1.04,0.0,0.0,5.2924,0.42,0.616,7.2937,Late Night
EVT08195,Fight Night,Boxing/MMA Event,Sports,Alexandra Palace,Wood Green,London,UK,51.593814,-0.108871,10500,8,8,1200,6,1.116,2024-04-18,Thursday,3,4,Spring,19,30,22,3.4,0,0,0,8026,0.7644,0.1,0.318,Overcast,1.04,0.98,22.8,2,0.366,1.0,0.75,1.0,1.0,0,0,2399,55.07,High,564,236,14,1,0.733,1,0,0,1.5288,1.04,0.0,0.0,2.2224,0.26,0.634,8.9906,Night
EVT10897,Jollof Festival,Food Festival,Lifestyle,ExCeL London,Royal Docks,London,UK,51.507695,0.034962,15000,8,6,2000,7,0.96,2023-12-12,Tuesday,1,12,Winter,18,30,22,4.5,0,0,1,5679,0.3786,0.09,0.279,Snow,1.65,0.7,15.6,2,0.482,1.0,0.6,1.0,1.0,0,0,4390,68.5,High,1077,225,11,1,0.636,1,0,0,0.7572,1.65,0.0,0.0,1.4695,0.26,0.518,8.6447,Night
EVT05061,Contemporary Art Exhibition,Exhibition,Arts,Warehouse Project,Trafford,Manchester,UK,53.465003,-2.237391,10000,8,12,400,7,1.192,2024-11-19,Tuesday,1,11,Autumn,13,0,20,7.8,0,0,0,3629,0.3629,0.123,0.303,Drizzle,1.14,0.96,12.7,2,0.365,1.0,1.0,1.0,1.0,1,0,964,32.25,Medium,182,62,33,1,0.622,0,1,0,0.7258,0.0,0.0,0.4,1.2438,0.26,0.635,8.197,Evening
EVT10143,New Year Countdown Bash,New Year Party,Nightlife,Tottenham Hotspur Stadium,Tottenham,London,UK,51.604851,-0.06666,62850,8,30,3000,5,1.017,2024-10-08,Tuesday,1,10,Autumn,0,30,5,5.3,0,0,0,48928,0.7785,0.11,0.833,Light Rain,1.22,0.94,64.2,1,0.389,1.0,0.88,1.0,1.0,0,0,46173,98.31,Very High,9916,317,15,1,1.0,1,0,0,1.557,1.22,0.0,0.0,5.3285,0.12,0.611,10.7981,Late Night
EVT08846,Headies Awards,Awards Ceremony,Entertainment,Utilita Arena Birmingham,City Centre,Birmingham,UK,52.485659,-1.890328,15800,8,18,1000,5,0.87,2024-02-02,Friday,4,2,Winter,20,0,23,3.0,0,0,0,11833,0.7489,0.374,0.581,Overcast,1.04,0.98,78.3,2,0.372,1.0,0.75,1.0,1.0,0,1,7702,79.63,Very High,1524,240,14,1,0.6,1,0,0,1.4978,1.04,0.0,0.6,7.3398,0.26,0.628,9.3787,Night
EVT07447,MMA Clash,Boxing/MMA Event,Sports,Civic Centre Lagos,Victoria Island,Lagos,Nigeria,6.428167,3.421599,1000,7,10,150,10,0.896,2024-01-06,Saturday,5,1,Harmattan,20,0,0,4.5,1,0,0,794,0.794,0.151,0.469,Humid,1.08,0.97,21.2,1,0.482,1.0,0.88,1.0,1.0,0,0,440,14.88,Low,75,174,12,0,,1,0,1,2.382,1.08,0.042,0.0,2.6806,0.12,0.518,6.6783,Late Night
EVT12927,Lagos City Marathon,Marathon/Run,Sports,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.547361,3.349116,4000,6,8,800,15,1.007,2024-04-28,Sunday,6,4,Dry,9,0,14,5.5,1,0,0,2501,0.6252,0.118,0.366,Partly Cloudy,1.02,1.0,18.3,1,0.185,1.0,0.88,0.85,1.0,0,0,340,10.19,Low,62,255,29,1,0.442,0,0,0,2.5008,0.0,0.0795,0.0,1.9689,0.12,0.815,7.8248,Afternoon
EVT06476,Championship Boxing,Boxing/MMA Event,Sports,Terra Kulture Arena,Victoria Island,Lagos,Nigeria,6.429739,3.42385,800,7,9,100,8,1.079,2023-09-25,Monday,0,9,Rainy,20,15,0,4.4,0,0,0,667,0.8337,0.169,0.437,Humid,1.08,0.97,17.9,2,0.285,0.9,1.0,0.7,0.6,0,0,248,6.05,Low,42,218,10,0,,1,0,0,2.5011,1.08,0.115,0.0,2.329,0.26,0.715,6.5043,Late Night
EVT11633,Notting Hill Carnival,Cultural Festival,Culture,Brixton Academy,Brixton,London,UK,51.465172,-0.114886,5000,9,30,50,5,1.24,2024-10-14,Monday,0,10,Autumn,12,15,19,7.1,0,0,0,3886,0.7772,0.1,0.227,Clear,1.0,1.0,1.0,1,0.539,1.0,1.0,1.0,1.0,0,0,749,26.1,Medium,140,80,18,1,0.782,0,1,0,0.7772,0.0,0.0,0.0,0.1051,0.12,0.461,8.2654,Evening
EVT03464,African Heritage Day,Cultural Festival,Culture,SSE Arena Wembley,Wembley,London,UK,51.551685,-0.280201,12500,9,15,1500,4,0.935,2023-09-22,Friday,4,9,Autumn,16,0,21,5.7,0,0,0,6793,0.5434,0.083,0.299,Drizzle,1.14,0.96,20.3,0,0.374,1.0,0.88,1.0,1.0,0,0,1872,49.34,Medium,598,163,35,1,0.63,0,1,0,0.5434,0.0,0.0,0.0,1.9456,0.0,0.626,8.8238,Evening
EVT11772,Championship Boxing,Boxing/MMA Event,Sports,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.05722,7.49468,3000,7,5,500,10,0.944,2023-12-18,Monday,0,12,Harmattan,18,15,22,4.3,0,0,1,2948,0.9827,0.059,0.498,Partly Cloudy,1.02,1.0,27.2,0,0.366,1.0,0.88,1.0,1.0,0,0,3689,64.81,High,1215,291,15,1,0.713,1,0,0,2.9481,1.02,0.042,0.0,3.02,0.0,0.634,7.9892,Night
EVT08937,Christmas Carol Service,Religious Service,Religion,Lekki Phase 1 Event Park,Lekki,Lagos,Nigeria,6.469138,3.484929,3000,6,14,600,18,0.943,2024-02-24,Saturday,5,2,Harmattan,11,45,14,3.8,1,0,0,2470,0.8233,0.077,0.299,Clear,1.0,1.0,22.5,0,0.212,0.4,0.75,1.0,0.9,0,0,305,8.64,Low,84,326,17,1,0.536,0,0,0,3.2932,0.0,0.3275,0.0,2.4981,0.0,0.788,7.8124,Afternoon
EVT03408,The Lion King,Theatre Show,Arts,Printworks London,Surrey Quays,London,UK,51.494816,-0.050791,6000,7,5,200,10,1.067,2024-02-14,Wednesday,2,2,Winter,20,45,22,2.8,0,0,0,3862,0.6437,0.366,0.482,Heavy Rain,1.42,0.85,18.0,0,0.71,1.0,0.6,1.0,1.0,0,0,2941,59.82,High,596,124,17,1,0.823,1,0,0,1.9311,1.42,0.0,0.0,1.8557,0.0,0.29,8.2592,Night
EVT02590,Private Wedding Reception,Wedding,Private,SSE Arena Wembley,Wembley,London,UK,51.550836,-0.280699,12500,9,15,1500,4,0.935,2024-04-18,Thursday,3,4,Spring,16,0,22,6.9,0,0,0,10707,0.8566,0.395,0.699,Drizzle,1.14,0.96,12.9,0,0.423,1.0,0.88,1.0,1.0,0,1,10729,84.63,Very High,2299,167,13,1,0.61,1,0,0,0.8566,1.14,0.0,0.6,1.2364,0.0,0.577,9.2787,Night
EVT07033,Championship Boxing,Boxing/MMA Event,Sports,NEC Birmingham,NEC,Birmingham,UK,52.451951,-1.725945,18000,8,5,7000,6,0.972,2023-06-03,Saturday,5,6,Summer,18,30,22,4.4,1,0,0,14985,0.8325,0.056,0.444,Light Rain,1.22,0.94,59.9,2,0.648,1.0,0.88,1.0,1.0,0,0,7745,79.73,Very High,1452,205,9,1,0.732,1,0,1,1.665,1.22,0.0,0.0,5.5472,0.26,0.352,9.6149,Night
EVT04630,Lagos Food & Drink Fest,Food Festival,Lifestyle,Etihad Stadium,East Manchester,Manchester,UK,53.482319,-2.200763,53400,8,10,5000,5,0.831,2023-11-26,Sunday,6,11,Autumn,15,15,20,5.3,1,0,0,42819,0.8019,0.143,0.246,Drizzle,1.14,0.96,40.5,0,0.117,1.0,0.88,1.0,1.0,0,0,10691,84.6,Very High,2882,194,29,1,0.576,0,1,0,1.6038,0.0,0.0,0.0,3.4075,0.0,0.883,10.6648,Evening
EVT10626,International Food Fair,Food Festival,Lifestyle,Utilita Arena Birmingham,City Centre,Birmingham,UK,52.48623,-1.891149,15800,8,18,1000,5,0.87,2024-08-04,Sunday,6,8,Summer,16,45,20,4.5,1,0,0,12144,0.7686,0.067,0.318,Overcast,1.04,0.98,4.6,2,0.064,1.0,0.75,1.0,1.0,0,0,2450,55.65,High,538,169,26,1,0.541,0,1,0,1.5372,0.0,0.0,0.0,0.4312,0.26,0.936,9.4047,Evening
EVT08826,House & Afrobeats Night,Club Night,Nightlife,Tottenham Hotspur Stadium,Tottenham,London,UK,51.605062,-0.066623,62850,8,30,3000,5,1.017,2024-03-11,Monday,0,3,Spring,22,15,5,7.8,0,0,0,54443,0.8662,0.047,0.521,Drizzle,1.14,0.96,51.9,1,0.343,1.0,1.0,1.0,1.0,0,0,42769,98.0,Very High,12354,261,16,0,,1,0,0,1.7324,1.14,0.0,0.0,4.3076,0.12,0.657,10.9049,Late Night
EVT12462,Africa Business Forum,Conference,Business,Wembley Stadium,Wembley,London,UK,51.555687,-0.280142,90000,9,25,10000,3,1.161,2024-02-21,Wednesday,2,2,Winter,9,0,17,8.7,0,0,0,48503,0.5389,0.436,0.58,Overcast,1.04,0.98,85.0,1,0.55,1.0,0.75,1.0,1.0,1,0,33208,96.38,Very High,6670,220,25,1,1.0,0,0,0,0.5389,0.0,0.0,0.4,6.8507,0.12,0.45,10.7894,Afternoon
EVT13056,Burna Boy Unplugged,Concert,Music,Villa Park,Aston,Birmingham,UK,52.509042,-1.885383,42830,7,20,3000,7,1.052,2023-04-02,Sunday,6,4,Spring,20,30,22,2.6,1,0,0,35758,0.8349,0.053,0.379,Overcast,1.04,0.98,63.1,0,0.298,1.0,1.0,1.0,1.0,1,0,16699,89.76,Very High,4419,186,20,0,,1,0,1,2.5047,1.04,0.0,0.4,5.4093,0.0,0.702,10.4846,Night
EVT00591,Lagos Fashion Week,Fashion Show,Lifestyle,Landmark Event Centre,Victoria Island,Lagos,Nigeria,6.436231,3.420757,3000,7,8,500,10,1.038,2024-04-14,Sunday,6,4,Dry,19,0,21,2.5,1,0,0,2003,0.6677,0.387,0.597,Clear,1.0,1.0,45.2,1,0.384,1.0,0.88,0.85,0.75,0,0,1443,42.59,Medium,353,318,14,0,,0,1,0,2.0031,0.0,0.0795,0.0,5.0185,0.12,0.616,7.6029,Evening
EVT12313,African Heritage Day,Cultural Festival,Culture,ExCeL London,Royal Docks,London,UK,51.507416,0.035549,15000,8,6,2000,7,0.96,2023-09-15,Friday,4,9,Autumn,13,15,22,9.4,0,0,0,9454,0.6303,0.056,0.213,Overcast,1.04,0.98,5.7,0,0.521,1.0,1.0,1.0,1.0,0,0,2037,51.38,High,471,195,20,1,0.413,1,0,0,1.2606,1.04,0.0,0.0,0.5369,0.0,0.479,9.1543,Night
EVT14134,Chelsea vs Tottenham — Cup Final,Football Match,Sports,Barbican Centre,City of London,London,UK,51.519465,-0.093285,2000,9,10,100,5,1.123,2023-03-22,Wednesday,2,3,Spring,14,30,16,2.2,0,0,0,1551,0.7755,0.119,0.34,Heavy Rain,1.42,0.85,49.4,0,0.527,1.0,0.75,1.0,1.0,0,0,722,25.21,Medium,161,134,31,0,,0,0,0,0.7755,0.0,0.0,0.0,5.7432,0.0,0.473,7.3473,Afternoon
EVT09079,Carnival After Party,Club Night,Nightlife,O2 Arena,Greenwich,London,UK,51.502517,0.003871,20000,9,18,3000,4,1.084,2023-04-15,Saturday,5,4,Spring,0,45,5,5.1,1,0,0,10249,0.5124,0.031,0.741,Heavy Rain,1.42,0.85,1.2,1,0.087,1.0,0.88,1.0,1.0,0,0,10334,84.17,Very High,2436,285,21,1,0.746,1,0,1,0.5124,1.42,0.0,0.0,0.1101,0.12,0.913,9.235,Late Night
EVT03691,Tottenham vs Man City — Cup Final,Football Match,Sports,Barbican Centre,City of London,London,UK,51.519367,-0.094531,2000,9,10,100,5,1.123,2024-05-05,Sunday,6,5,Spring,19,0,21,2.4,1,0,0,1902,0.951,0.037,0.311,Clear,1.0,1.0,38.4,3,0.32,1.0,1.0,1.0,1.0,0,0,430,14.5,Low,105,76,23,0,,0,1,0,0.951,0.0,0.0,0.0,4.4644,0.42,0.68,7.5512,Evening
EVT06334,Wireless Festival,Music Festival,Music,Roundhouse Camden,Camden,London,UK,51.54313,-0.151192,3300,9,35,80,4,0.992,2023-04-18,Tuesday,1,4,Spring,15,45,23,8.0,0,0,0,2985,0.9045,0.088,0.45,Overcast,1.04,0.98,63.4,4,0.485,1.0,0.88,1.0,1.0,0,0,1002,33.25,Medium,288,165,19,1,0.713,1,0,0,0.9045,1.04,0.0,0.0,6.9655,0.6,0.515,8.0017,Night
EVT07316,Lagos Fashion Week,Fashion Show,Lifestyle,Eko Hotel & Suites,Victoria Island,Lagos,Nigeria,6.429911,3.421975,5000,7,12,800,8,0.945,2023-11-01,Wednesday,2,11,Dry,18,30,20,2.3,0,0,0,4408,0.8816,0.304,0.59,Partly Cloudy,1.02,1.0,41.6,1,0.051,1.0,0.7,1.0,0.75,0,0,2058,51.6,High,355,279,14,0,,0,1,0,2.6448,0.0,0.105,0.0,4.3709,0.12,0.949,8.3914,Evening
EVT12812,Lagos Cultural Carnival,Cultural Festival,Culture,Balmoral Event Centre,Victoria Island,Lagos,Nigeria,6.436002,3.430635,2000,7,9,300,12,1.005,2023-12-30,Saturday,5,12,Harmattan,16,30,22,6.0,1,0,1,1629,0.8145,0.101,0.263,Partly Cloudy,1.02,1.0,8.0,3,0.336,0.9,0.88,0.85,0.9,0,0,159,2.49,Low,27,309,8,1,0.673,1,0,1,2.4435,1.02,0.1195,0.0,0.9301,0.42,0.664,7.3963,Night
EVT04592,An Evening with Olamide,Concert,Music,Brixton Academy,Brixton,London,UK,51.464797,-0.115299,5000,9,30,50,5,1.24,2023-03-15,Wednesday,2,3,Spring,17,45,20,3.4,0,0,0,3259,0.6518,0.11,0.353,Overcast,1.04,0.98,83.0,0,0.287,1.0,1.0,1.0,1.0,0,0,1013,33.52,Medium,187,70,28,1,0.643,0,1,0,0.6518,0.0,0.0,0.0,8.7209,0.0,0.713,8.0895,Evening
EVT00363,The Lion King,Theatre Show,Arts,Lekki Phase 1 Event Park,Lekki,Lagos,Nigeria,6.47013,3.485391,3000,6,14,600,18,0.943,2024-08-22,Thursday,3,8,Rainy,19,15,21,2.4,0,0,0,2484,0.828,0.288,0.422,Humid,1.08,0.97,36.3,2,0.281,0.55,1.0,1.0,0.9,0,0,712,24.88,Low,233,312,17,1,0.523,0,1,0,3.312,0.0,0.18,0.0,4.0303,0.26,0.719,7.818,Evening
EVT02028,Revival Night,Religious Service,Religion,Resorts World Arena,NEC,Birmingham,UK,52.452147,-1.725888,16000,8,8,6000,6,1.054,2023-05-06,Saturday,5,5,Spring,10,30,12,2.6,1,0,0,10588,0.6617,0.075,0.257,Drizzle,1.14,0.96,5.7,1,0.788,1.0,0.88,1.0,1.0,0,0,3110,61.03,High,841,214,28,0,,0,0,0,1.3234,0.0,0.0,0.0,0.5337,0.12,0.212,9.2676,Midday
EVT08742,Championship Boxing,Boxing/MMA Event,Sports,Tottenham Hotspur Stadium,Tottenham,London,UK,51.604834,-0.065726,62850,8,30,3000,5,1.017,2024-07-11,Thursday,3,7,Summer,20,45,0,4.1,0,0,0,51121,0.8134,0.052,0.435,Heavy Rain,1.42,0.85,37.4,1,0.186,1.0,0.88,1.0,1.0,0,0,27752,94.82,Very High,7437,234,15,1,1.0,1,0,0,1.6268,1.42,0.0,0.0,3.1041,0.12,0.814,10.842,Late Night
EVT05247,End of Year Party,New Year Party,Nightlife,Utilita Arena Birmingham,City Centre,Birmingham,UK,52.486895,-1.890479,15800,8,18,1000,5,0.87,2024-10-27,Sunday,6,10,Autumn,21,0,1,4.7,1,0,0,14410,0.912,0.161,0.671,Clear,1.0,1.0,47.1,1,0.568,1.0,0.88,1.0,1.0,0,0,8849,81.85,Very High,1925,316,18,0,,1,0,1,1.824,1.0,0.0,0.0,4.4151,0.12,0.432,9.5757,Late Night
EVT00829,Wedding Gala Night,Wedding,Private,Eko Hotel & Suites,Victoria Island,Lagos,Nigeria,6.431092,3.422427,5000,7,12,800,8,0.945,2024-06-21,Friday,4,6,Rainy,14,45,21,7.0,0,0,0,4491,0.8982,0.639,0.696,Humid,1.08,0.97,13.5,2,0.502,0.85,0.5,1.0,0.9,0,0,2535,56.28,High,682,195,17,0,,0,1,0,2.6946,0.0,0.235,0.0,1.4185,0.26,0.498,8.4101,Evening
EVT07182,New Year Countdown Bash,New Year Party,Nightlife,Terra Kulture Arena,Victoria Island,Lagos,Nigeria,6.430117,3.422362,800,7,9,100,8,1.079,2024-04-21,Sunday,6,4,Dry,0,45,5,5.8,1,0,0,682,0.8525,0.107,0.768,Partly Cloudy,1.02,1.0,,1,0.3,0.9,0.88,0.7,0.6,0,0,743,25.89,Medium,183,364,21,1,0.735,1,0,1,2.5575,1.02,0.157,0.0,12.1522,0.12,0.7,6.5265,Late Night
EVT00644,Lagos City Marathon,Marathon/Run,Sports,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.547702,3.348841,4000,6,8,800,15,1.007,2024-11-11,Monday,0,11,Dry,8,15,12,4.8,0,0,0,2698,0.6745,0.11,0.332,Partly Cloudy,1.02,1.0,27.7,3,0.582,0.9,0.7,1.0,0.9,0,0,399,12.94,Low,72,180,19,1,0.687,0,0,0,2.698,0.0,0.145,0.0,2.9803,0.42,0.418,7.9006,Midday
EVT07177,TechConnect Summit,Tech Summit,Business,Warehouse Project,Trafford,Manchester,UK,53.464309,-2.237929,10000,8,12,400,7,1.192,2024-08-24,Saturday,5,8,Summer,10,30,18,8.5,1,0,0,6950,0.695,0.434,0.518,Light Rain,1.22,0.94,27.6,3,0.246,1.0,1.0,1.0,1.0,1,0,3375,62.91,High,620,171,31,0,,0,1,0,1.39,0.0,0.0,0.4,2.7031,0.42,0.754,8.8466,Evening
EVT14237,Championship Boxing,Boxing/MMA Event,Sports,Alexandra Palace,Wood Green,London,UK,51.594336,-0.108855,10500,8,8,1200,6,1.116,2024-11-23,Saturday,5,11,Autumn,20,15,0,4.4,1,0,0,9245,0.8805,0.082,0.4,Overcast,1.04,0.98,67.3,2,0.598,1.0,1.0,1.0,1.0,0,0,4753,70.01,High,872,186,13,0,,1,0,1,1.761,1.04,0.0,0.0,6.5599,0.26,0.402,9.1319,Late Night
